抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/6386FZ?breadcrumb=list,立馬看屋－正富錦街３Ｆ,台北市松山區富錦街,公寓,55.0年,建坪 36.69,主 + 陽36.69,3樓/4樓,3房2廳2衛,有裝潢有景觀前後陽台有 773 人也在關注這間👀,3580萬,"3,580",3580萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/1025FB?breadcrumb=list,鑫鼎雅筑,台北市士林區天母東路,華廈,1.0年,建坪 13.11,主建物8.04,1樓/5樓,1房2廳1衛,有陽台房間皆有窗近公園有 286 人也在關注這間👀,2250萬,"2,250",2250萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/0225SG?breadcrumb=list,鑫鼎雅筑,台北市士林區天母東路,華廈,1.0年,建坪 28.99,主 + 陽16.47,4樓/5樓,2房2廳2衛,有陽台房間皆有窗近公園有 137 人也在關注這間👀,3980萬,"3,980",3980萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/5018QX?breadcrumb=list,新北投站精緻裝修採光美屋,台北市北投區溫泉路,華廈,44.8年,建坪 10.39,主建物8.42,-1樓/7樓,1房1廳1衛,有裝潢警衛管理具垃圾處理有 4387 人也在關注這間👀,530萬,530,530萬,,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/3872JD?breadcrumb=list,Ｃ區崇德隆盛４房高樓美景崇德隆盛C區,台北市文山區汀州路四段,華廈,15.1年,建坪 58.4,主 + 陽34.21,8樓/8樓,4房2廳2衛,有裝潢有景觀前後陽台有 682 人也在關注這間👀,4388萬,"4,388",4388萬,坡道平面車位,,,,,
2025_11_21 18_05_03,41,https://www.sinyi.com.tw//buy/house/4112GL?breadcrumb=list,捷運首選★家居邊間三樓,台北市士林區克強路,公寓,46.2年,建坪 50.54,主 + 陽50.55,3樓/5樓,4房2廳2衛2室,有裝潢有陽台廁所開窗有 530 人也在關注這間👀,2998萬,"2,998",2998萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/7024FY?breadcrumb=list,元大栢悦－樹海莊園秘境元大柏悅,台北市大安區敦化南路一段,大樓,15.6年,建坪 170.79,主 + 陽87.08,3樓/17樓,3房2廳4衛1室,有景觀前後陽台有陽台有 449 人也在關注這間👀,35800萬,"35,800",35800萬,兩個以上車位,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/5671JW?breadcrumb=list,敦南★藍天高樓★附車位藍天凱悅,台北市大安區敦化南路二段,大樓,40.0年,建坪 72.64,主 + 陽46.85,18樓/26樓,3房2廳2衛,有陽台警衛管理具垃圾處理有 218 人也在關注這間👀,8300萬,"8,300",8300萬,坡道平面車位,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/7172QQ?breadcrumb=list,清新美景溫馨美屋清新美景,台北市文山區富山路,華廈,17.0年,建坪 37.23,主 + 陽20.55,5樓/7樓,2房2廳2衛,前後陽台有陽台廁所開窗有 383 人也在關注這間👀,2680萬,"2,680",2680萬,坡道機械車位,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/3710MP?breadcrumb=list,鄉林層峰４房豪邸坡平車位鄉林層峰,台北市士林區基河路,大樓,17.0年,建坪 102.79,主 + 陽50.93,13樓/18樓,4房2廳3衛,有裝潢有景觀前後陽台有 218 人也在關注這間👀,9450萬,"9,450",9450萬,兩個以上車位,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/6662ZP?breadcrumb=list,翠山公園旁一樓公寓,台北市士林區翠山街,公寓,49.9年,建坪 31.38,主建物31.38,1樓/4樓,4房2廳3衛(含加蓋1衛),有裝潢有景觀前後陽台有 402 人也在關注這間👀,1978萬,"1,978",1978萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/5179KZ?breadcrumb=list,雙子星電梯大兩房有陽台,台北市大同區延平北路一段,大樓,44.8年,建坪 30.52,主 + 陽24.84,5樓/11樓,2房2廳1衛,有陽台警衛管理具垃圾處理有 996 人也在關注這間👀,2488萬,"2,488",2488萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/6189SQ?breadcrumb=list,內湖捷運‧碧湖森境大宅山妍四季2期,台北市內湖區內湖路二段,大樓,16.2年,建坪 87.56,主 + 陽45.37,5樓/11樓,4房2廳3衛1室,有裝潢有景觀前後陽台有 414 人也在關注這間👀,6988萬,"6,988",6988萬,兩個以上車位,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/3362QR?breadcrumb=list,龍山寺捷運三房成家宅,台北市萬華區和平西路三段,公寓,53.0年,建坪 24.14,主建物24.14,4樓/4樓,4房2廳1衛(含加蓋1房),有裝潢近公園近市場有 2729 人也在關注這間👀,1188萬,"1,188",1188萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/2695DR?breadcrumb=list,敦南觀止雙車位敦南觀止,台北市文山區福興路,大樓,13.2年,建坪 52.11,主 + 陽24.02,11樓/14樓,2房2廳2衛1室,有裝潢有景觀有陽台有 477 人也在關注這間👀,3288萬,"3,288",3288萬,兩個以上車位,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/1910SS?breadcrumb=list,榮耀西門經典八樓,台北市萬華區漢中街,大樓,3.7年,建坪 33.67,主 + 陽22.43,8樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 665 人也在關注這間👀,3770萬,"3,770",3770萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/9304NH?breadcrumb=list,萬芳捷運寶來社區大３房,台北市文山區興隆路三段,公寓,43.8年,建坪 34.66,主 + 陽31.63,5樓/5樓,3房2廳2衛,有景觀前後陽台有陽台有 1100 人也在關注這間👀,1298萬,"1,298",1298萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/2314UJ?breadcrumb=list,♚森學苑‧祥龍獻瑞♚大安森學苑,台北市大安區和平東路二段,華廈,16.9年,建坪 74.52,主 + 陽40.58,4樓/10樓,3房2廳3衛,有裝潢前後陽台有陽台有 857 人也在關注這間👀,7800萬,"7,800",7800萬,坡道平面車位,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/4239NU?breadcrumb=list,天母仰格高樓景觀好屋天母仰格,台北市士林區中山北路五段,大樓,1.6年,建坪 74.56,主 + 陽38.79,11樓/17樓,3房2廳2衛,有景觀有陽台廁所開窗有 265 人也在關注這間👀,6688萬,"6,688",6688萬,坡道平面車位,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/2486XK?breadcrumb=list,天母中心★邊間電梯四房僑福園,台北市士林區天母西路,華廈,40.8年,建坪 50.3,主 + 陽42.9,6樓/7樓,4房2廳2衛1室,有裝潢有景觀前後陽台有 887 人也在關注這間👀,3470萬,"3,470",3470萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/0066SR?breadcrumb=list,敦皇鋼骨稀有高樓景觀車位敦皇,台北市文山區木柵路三段,大樓,8.5年,建坪 71.11,主 + 陽34.68,13樓/29樓,3房2廳2衛,前後陽台有陽台廁所開窗有 784 人也在關注這間👀,5500萬,"5,500",5500萬,坡道平面車位,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/1908VK?breadcrumb=list,萬華大坪數金店面,台北市萬華區西園路一段,店面/公寓,54.4年,建坪 63.18,主建物63.18,1樓/5樓,8房2廳1衛(含加蓋1廳),有裝潢近公園近捷運有 202 人也在關注這間👀,3888萬,"3,888",3888萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/5507LD?breadcrumb=list,【ＶＲ】敦南好境優質三房南方庭園,台北市文山區辛亥路四段,公寓,39.4年,建坪 32.46,主 + 陽31.59,2樓/5樓,3房2廳2衛,有裝潢有景觀有陽台有 318 人也在關注這間👀,1888萬,"1,888",1888萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/0825ND?breadcrumb=list,國泰皇家住辦之星國泰皇家,台北市大安區忠孝東路四段,大樓/辦公,50.7年,建坪 49.02,主 + 陽43.32,3樓/12樓,1廳1衛5室,有裝潢警衛管理具垃圾處理有 94 人也在關注這間👀,5980萬,"5,980",5980萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/5209UG?breadcrumb=list,面ＳＯＧＯ東區店辦首選國泰景園大廈,台北市大安區復興南路一段,大樓/店面,52.8年,建坪 26.35,主建物21.03,2樓/12樓,2廳1衛2室,有裝潢有景觀廁所開窗有 157 人也在關注這間👀,3480萬,"3,480",3480萬,,,,,,
2025_11_21 18_05_12,42,https://www.sinyi.com.tw//buy/house/3103MB?breadcrumb=list,景興學區電梯四大房台大新境,台北市文山區三福街,華廈,36.6年,建坪 48.78,主 + 陽41.28,2樓/8樓,4房2廳2衛,有裝潢有景觀前後陽台有 642 人也在關注這間👀,3398萬,"3,398",3398萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/53992D?breadcrumb=list,雙捷運亮亮大空間,台北市大安區大安路一段,華廈,48.0年,建坪 54.27,主 + 陽46.28,7樓/7樓,5房3廳3衛1室(含加蓋2房1廳1衛),有裝潢有景觀有陽台有 209 人也在關注這間👀,6980萬,"6,980",6980萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/20762E?breadcrumb=list,敦南御所樹海林蔭敦南御所,台北市大安區敦化南路一段,辦公/大樓,5.2年,建坪 66.83,主 + 陽35.66,3樓/23樓,1廳,毛胚屋有景觀前後陽台有 223 人也在關注這間👀,13500萬,"13,500",13500萬,坡道平面車位,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/31693U?breadcrumb=list,大推超值優選龍門泰極四房,台北市大安區和平東路二段,華廈,12.8年,建坪 75.49,主 + 陽35.78,2樓/9樓,4房2廳2衛,有裝潢有景觀前後陽台有 1294 人也在關注這間👀,7880萬,"7,880",7880萬,兩個以上車位,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/18261C?breadcrumb=list,新碩鼎和黃金店面新碩鼎和,台北市萬華區長沙街二段,店面,6.7年,建坪 24.77,主建物12.63,1樓/18樓,1廳1衛,有裝潢警衛管理具垃圾處理有 111 人也在關注這間👀,2588萬,"2,588",2588萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/95013Q?breadcrumb=list,雅敘緣露臺景觀邸,台北市文山區政大一街,華廈,20.4年,建坪 74.35,主 + 陽40.28,6樓/7樓,3房2廳2衛2室,有裝潢有景觀房間皆有窗有 155 人也在關注這間👀,3888萬,"3,888",3888萬,坡道平面車位,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/7500UR?breadcrumb=list,國泰悠陽★三房車位美景戶,台北市南港區向陽路,大樓,1.0年,建坪 45.28,主 + 陽24.15,14樓/15樓,3房2廳2衛,有景觀前後陽台有陽台有 357 人也在關注這間👀,5300萬,"5,300",5300萬,坡道平面車位,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/3562VC?breadcrumb=list,面後４房雙湖匯。無印美妝双湖滙,台北市內湖區成功路四段,大樓,7.7年,建坪 72.23,主 + 陽42.02,16樓/29樓,4房2廳2衛,有裝潢有景觀前後陽台有 622 人也在關注這間👀,7850萬,"7,850",7850萬,坡道平面車位,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/4122FH?breadcrumb=list,高樓三房面１０１大車位東方世家,台北市信義區光復南路,大樓,41.9年,建坪 55.78,主 + 陽34.11,7樓/12樓,3房2廳2衛1室,有裝潢有陽台警衛管理有 987 人也在關注這間👀,4500萬,"4,500",4500萬,坡道平面車位,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/9462AF?breadcrumb=list,愛眉山莊☘文青靜好美三房愛眉山莊,台北市文山區辛亥路四段,大樓,22.2年,建坪 43.2,主 + 陽31.19,4樓/11樓,3房2廳2衛1室,有裝潢有景觀有陽台有 174 人也在關注這間👀,3280萬,"3,280",3280萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/5505RF?breadcrumb=list,誠意機能雙衛有窗靜巷美寓,台北市內湖區康樂街,公寓,41.6年,建坪 36.75,主 + 陽35.63,4樓/5樓,3房2廳2衛,有裝潢有陽台廁所開窗有 579 人也在關注這間👀,1900萬,"1,900",1900萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/7339FV?breadcrumb=list,中正國中後棟高樓景觀儒林天廈,台北市大安區和平東路一段,大樓,35.7年,建坪 48.84,主 + 陽38.92,13樓/20樓,4房2廳2衛,有裝潢有景觀前後陽台有 353 人也在關注這間👀,5988萬,"5,988",5988萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/80352F?breadcrumb=list,將捷旅境．－真境,台北市文山區木柵路二段,大樓,預售,建坪 23.08,主+附 15.18,17樓/22樓,2房2廳1衛,有陽台房間皆有窗具垃圾處理有 460 人也在關注這間👀,2344萬,"2,344",2344萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/65800Z?breadcrumb=list,華和淳萃三代同堂,台北市中正區廈門街,大樓,預售,建坪 47.67,主+附 30.75,10樓/15樓,3房2廳2衛,前後陽台有陽台廁所開窗有 272 人也在關注這間👀,5488萬,"5,488",5488萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/8771WS?breadcrumb=list,千曜學管理電梯套房＋車位千曜學,台北市萬華區西園路二段,大樓,5.3年,建坪 23.68,主 + 陽12.06,2樓/12樓,1房2廳1衛,房間皆有窗警衛管理具垃圾處理有 95 人也在關注這間👀,1958萬,"1,958",1958萬,塔式車位,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/1432LF?breadcrumb=list,信義區看１０１公寓,台北市信義區信義路五段,公寓,41.3年,建坪 23.03,主 + 陽22.37,4樓/5樓,3房2廳1衛,有裝潢有景觀前後陽台有 331 人也在關注這間👀,1750萬,"1,750",1750萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/2760YV?breadcrumb=list,金華獨棟邊間電梯高樓,台北市大安區泰順街,華廈,10.9年,建坪 24.17,主 + 陽10.78,6樓/7樓,2房1廳1衛(含加蓋1房),有裝潢有景觀有陽台有 722 人也在關注這間👀,3458萬,"3,458",3458萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/6923VL?breadcrumb=list,懇請來電＿朝南方正三房龍江356華廈,台北市中山區建國北路三段,華廈,42.8年,建坪 35.17,主 + 陽33.67,3樓/7樓,3房2廳2衛,有裝潢具垃圾處理近公園有 569 人也在關注這間👀,3000萬,"3,000",3000萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/4258CD?breadcrumb=list,菁選集附中邊間雅居附車位成德菁選集,台北市大安區信義路三段,大樓/辦公,18.7年,建坪 18.95,主 + 陽9.14,2樓/14樓,1房1廳1衛,有裝潢有景觀廁所開窗有 434 人也在關注這間👀,2380萬,"2,380",2380萬,塔式車位,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/8279MK?breadcrumb=list,三普安和大面寬２樓三普安和大樓,台北市大安區復興南路一段,店面/辦公/大樓,43.9年,建坪 51.67,主 + 陽44.41,2樓/16樓,1廳4衛,有裝潢有景觀有陽台有 88 人也在關注這間👀,4980萬,"4,980",4980萬,,,,,,
2025_11_21 18_05_23,43,https://www.sinyi.com.tw//buy/house/97462U?breadcrumb=list,仁愛路空總旁住店辦,台北市大安區仁愛路三段,店面/華廈,43.0年,建坪 78.03,主建物31.5,1樓/7樓,1廳1衛1室(含加蓋1衛1室),有裝潢房間皆有窗近公園有 200 人也在關注這間👀,7888萬,"7,888",7888萬,,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/9020MZ?breadcrumb=list,［國泰悠陽］三房坡平車位國泰悠陽,台北市南港區向陽路,大樓,1.0年,建坪 52.21,主 + 陽30.08,2樓/15樓,3房2廳2衛,有裝潢有景觀廁所開窗有 1480 人也在關注這間👀,5600萬,"5,600",5600萬,坡道平面車位,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/17334Q?breadcrumb=list,【主推】面仁愛路綠景美邸,台北市中正區仁愛路一段,大樓/辦公,48.2年,建坪 29.53,主建物25.31,8樓/12樓,1房2廳1衛,有裝潢有景觀有陽台有 862 人也在關注這間👀,3288萬,"3,288",3288萬,,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/5756FQ?breadcrumb=list,冠德美麗磺溪雙層四房豪宅冠德美麗磺溪,台北市北投區行義路,大樓,25.0年,建坪 75.59,主 + 陽46.1,9-10樓/16樓,4房2廳2衛,有裝潢有景觀前後陽台有 584 人也在關注這間👀,4280萬,"4,280",4280萬,坡道平面車位,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/7242PM?breadcrumb=list,【商辦】信義世貿核心地標永興大樓,台北市信義區基隆路二段,辦公/大樓,31.1年,建坪 59.9,主 + 陽46.3,3樓/12樓,1廳,有裝潢有陽台警衛管理有 131 人也在關注這間👀,5500萬,"5,500",5500萬,,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/35174H?breadcrumb=list,低總大巨蛋商圈金店,台北市大安區市民大道四段,店面,44.6年,建坪 17.52,主建物15.54,1樓/5樓,1廳1衛(含加蓋1衛),有裝潢近公園近捷運有 85 人也在關注這間👀,3388萬,"3,388",3388萬,,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/80217J?breadcrumb=list,長虹Ｐａｒｋ景觀屋況好屋長虹PARK公園...,台北市內湖區內湖路一段,大樓,17.7年,建坪 47.9,主 + 陽24.11,11樓/14樓,3房2廳1.5衛,有裝潢有景觀前後陽台有 1377 人也在關注這間👀,4788萬,"4,788",4788萬,坡道平面車位,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/3224HY?breadcrumb=list,景隆大樓三房大空間,台北市大同區民生西路,大樓,48.5年,建坪 33.55,主 + 陽33.55,4樓/11樓,3房2廳2衛,廁所開窗警衛管理近公園有 138 人也在關注這間👀,2550萬,"2,550",2550萬,,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/3571RT?breadcrumb=list,☆基泰御峰◆不同凡響基泰御峰,台北市內湖區成功路四段,大樓,11.2年,建坪 127.68,主 + 陽58.62,9樓/23樓,4房2廳3衛,有裝潢有景觀前後陽台有 189 人也在關注這間👀,12500萬,"12,500",12500萬,兩個以上車位,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/0988ZV?breadcrumb=list,♚展宜麗水東門三房♚展宜麗水,台北市大安區麗水街,華廈,18.7年,建坪 56.66,主 + 陽32.25,5樓/6樓,3房2廳2衛,有裝潢有景觀前後陽台有 743 人也在關注這間👀,7200萬,"7,200",7200萬,塔式車位,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/9101AK?breadcrumb=list,忠孝新生三捷面寬採光辦公鑽石婉莊,台北市中山區松江路,辦公/大樓,44.0年,建坪 14.75,主建物10.78,5樓/13樓,1廳1衛1室,有裝潢有景觀廁所開窗有 249 人也在關注這間👀,1350萬,"1,350",1350萬,,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/6202CZ?breadcrumb=list,中山官邸帝王鋼骨頂樓四房中山官邸,台北市中山區民權東路一段,大樓,10.4年,建坪 100.53,主 + 陽54.14,15樓/15樓,4房2廳2衛1室,毛胚屋有景觀前後陽台有 468 人也在關注這間👀,10366萬,"10,366",10366萬,坡道平面車位,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/3182XL?breadcrumb=list,敦化環球三代同堂電梯首選敦化環球名廈-B...,台北市松山區敦化北路,華廈,42.6年,建坪 46.2,主 + 陽39.58,7樓/7樓,5房3廳3衛(含加蓋2房1廳1衛),有裝潢有景觀前後陽台有 521 人也在關注這間👀,4890萬,"4,890",4890萬,,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/8099JZ?breadcrumb=list,稀有綠景電梯２房花園大湖晴山,台北市內湖區安泰街,華廈,16.2年,建坪 47.74,主 + 陽22.87,9樓/9樓,2房2廳1衛,有景觀前後陽台有陽台有 245 人也在關注這間👀,2898萬,"2,898",2898萬,坡道平面車位,,,,,
2025_11_21 18_05_35,44,https://www.sinyi.com.tw//buy/house/9661VC?breadcrumb=list,【新接】國泰華威豐年國泰華威豐年,台北市北投區大業路,大樓,2.1年,建坪 54.43,主 + 陽29.63,4樓/24樓,3房2廳2衛,毛胚屋有景觀前後陽台有 574 人也在關注這間👀,4680萬,"4,680",4680萬,坡道平面車位,,,,,
