鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
鳳山區,房地(土地+建物),高雄市鳳山區頂新一街,9.24,1140312,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.71,2,2,1,有,無,6450000,85194,,0,0
大社區,房地(土地+建物)+車位,高雄市大社區中華路77巷,12.93,1140317,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.53,1,2,1,有,無,7800000,100213,坡道機械,5.67,1200000
大社區,房地(土地+建物),高雄市大社區保糖街,21.52,1140315,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,62.37,2,2,1,有,無,6250000,100208,,0,0
大社區,房地(土地+建物),高雄市大社區保糖街,21.52,1140315,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,62.37,2,2,1,有,無,6250000,100208,,0,0
大社區,房地(土地+建物),高雄市大社區保糖街,20.32,1140315,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,58.87,2,2,1,有,無,5850000,99371,,0,0
大社區,房地(土地+建物)+車位,高雄市大社區保糖街,23.62,1140321,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.38,2,2,2,有,無,8450000,99212,一樓平面,3.84,1650000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,29.81,1140310,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,181.72,3,2,2,有,無,20250000,112987,坡道平面,22.41,2250000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,21.47,1140311,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.18,2,2,2,有,無,15060000,113357,坡道平面,22.41,2050000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,21.47,1140317,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.18,2,2,2,有,無,15170000,114316,坡道平面,22.41,2050000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十二街,16.65,1140310,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.91,2,1,2,有,無,12200000,115233,坡道平面,23.96,1950000
鼓山區,房地(土地+建物),高雄市鼓山區明倫路vs昌盛路,5.08,1140329,土地1建物1車位0,十五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.42,2,1,1,有,無,14700000,194909,,0,0
前鎮區,房地(土地+建物)+車位,高雄市前鎮區康和路,19.94,1140308,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.41,4,2,2,有,無,19600000,114295,坡道平面,19.61,2250000
左營區,房地(土地+建物)+車位,高雄市左營區左屏段2地號,8.64,1140331,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.87,2,1,1,有,無,9380000,99152,坡道機械,12.9,1550000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區福誠五街,0,1140329,土地0建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.7,3,2,2,有,無,10150000,70808,坡道平面,23.07,1750000
前金區,房地(土地+建物)+車位,高雄市前金區市中一路與光復二街交叉路口,5.79,1140402,土地13建物1車位1,七層,34,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,132.46,3,1,2,有,無,17990000,136387,坡道平面,15.22,2000000
三民區,房地(土地+建物)+車位,高雄市三民區德北街、通化街,15.13,1140311,土地2建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.16,2,2,2,有,無,14870000,146295,坡道平面,25.82,1800000
三民區,房地(土地+建物)+車位,高雄市三民區德北街、通化街,15.13,1140312,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.16,2,2,2,有,無,14450000,142154,坡道平面,25.82,1750000
三民區,房地(土地+建物)+車位,高雄市三民區德北街、通化街,15.13,1140313,土地2建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.16,2,2,2,有,無,15300000,151108,坡道平面,25.82,1800000
三民區,房地(土地+建物)+車位,高雄市三民區德北街、通化街,15.13,1140312,土地2建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.16,2,2,2,有,無,15450000,152787,坡道平面,25.82,1800000
三民區,房地(土地+建物)+車位,高雄市三民區德北街、通化街,19.64,1140313,土地2建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.85,3,2,2,有,無,19130000,149358,坡道平面,25.82,1800000
三民區,房地(土地+建物)+車位,高雄市三民區德北街、通化街,15.13,1140313,土地2建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.16,2,2,2,有,無,15820000,156929,坡道平面,25.82,1800000
三民區,房地(土地+建物)+車位,高雄市三民區德北街、通化街,19.64,1140313,土地2建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.85,3,2,2,有,無,18950000,148238,坡道平面,25.82,1750000
三民區,房地(土地+建物)+車位,高雄市三民區德北街、通化街,15.13,1140313,土地2建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.16,2,2,2,有,無,14770000,145735,坡道平面,25.82,1750000
三民區,房地(土地+建物)+車位,高雄市三民區德北街、通化街,19.56,1140314,土地2建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.25,3,2,2,有,無,17880000,139738,坡道平面,25.82,1750000
三民區,房地(土地+建物)+車位,高雄市三民區大和街、本和街,24.81,1140329,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.46,3,2,2,有,無,22680000,129788,坡道平面,29.59,2450000
三民區,房地(土地+建物)+車位,高雄市三民區九如三路,13.26,1140327,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.94,2,2,1,有,無,18580000,163453,坡道平面,24.85,2220000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,15.28,1140325,土地1建物1車位1,十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.69,1,2,2,有,無,20030000,130856,坡道平面,19.58,2350000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,14.6,1140325,土地1建物1車位1,二十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.51,1,2,2,有,無,21650000,149694,坡道平面,19.58,2350000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,11.63,1140325,土地1建物1車位1,十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.27,2,2,2,有,無,16100000,136464,坡道平面,19.58,1950000
楠梓區,房地(土地+建物),高雄市楠梓區後勁北路、後勁東路,9.12,1140325,土地1建物1車位0,二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.04,0,0,0,無,無,10640000,132934,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,15.28,1140327,土地1建物1車位1,十八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.69,1,2,2,有,無,20800000,136555,坡道平面,19.58,2350000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,11.63,1140327,土地1建物1車位1,七層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.27,2,2,2,有,無,15810000,133185,坡道平面,19.58,2000000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,11.63,1140327,土地1建物1車位1,十八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.74,2,2,2,有,無,17030000,141897,坡道平面,19.58,2250000
楠梓區,房地(土地+建物),高雄市楠梓區後勁北路、後勁東路,9.12,1140327,土地1建物1車位0,五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.04,0,0,0,無,無,10990000,137306,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區後勁北路、後勁東路,9.35,1140327,土地1建物1車位0,十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.09,0,0,0,無,無,11840000,144232,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,11.63,1140328,土地1建物1車位1,六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.68,2,2,2,有,無,15420000,132317,坡道平面,17.99,1700000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,13.69,1140328,土地1建物1車位1,六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.61,2,2,2,有,無,17810000,130788,坡道平面,19.58,1850000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,13.69,1140328,土地1建物1車位1,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.61,2,2,2,有,無,18440000,135540,坡道平面,19.58,1900000
楠梓區,房地(土地+建物),高雄市楠梓區後勁北路、後勁東路,9.12,1140328,土地1建物1車位0,四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.04,0,0,0,無,無,10870000,135807,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,15.28,1140329,土地1建物1車位1,五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.69,1,2,2,有,無,19410000,125527,坡道平面,19.58,2450000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,11.63,1140329,土地1建物1車位1,五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.27,2,2,2,有,無,15430000,131450,坡道平面,19.58,1800000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,11.63,1140329,土地1建物1車位1,十八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.27,2,2,2,有,無,17020000,141962,坡道平面,19.58,2300000
楠梓區,房地(土地+建物),高雄市楠梓區後勁北路、後勁東路,9.12,1140330,土地1建物1車位0,七層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.04,0,0,0,無,無,11090000,138556,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區後勁北路、後勁東路,9.12,1140330,土地1建物1車位0,十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.04,0,0,0,無,無,11270000,140805,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,15.28,1140331,土地1建物1車位1,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.69,1,2,2,有,無,20260000,131448,坡道平面,19.58,2500000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,11.63,1140331,土地1建物1車位1,八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.27,2,2,2,有,無,15560000,134150,坡道平面,19.58,1650000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區後勁北路、後勁東路,11.63,1140331,土地1建物1車位1,九層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.27,2,2,2,有,無,15650000,135018,坡道平面,19.58,1650000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興楠路,14.12,1140315,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.75,2,2,2,有,無,12470000,120203,坡道平面,24.32,1600000
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興楠路,14.12,1140324,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.75,2,2,2,有,無,12520000,120756,坡道平面,24.32,1600000
楠梓區,房地(土地+建物),高雄市楠梓區興楠路,12.92,1140305,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.78,2,2,2,有,無,9230000,108870,,0,0
岡山區,房地(土地+建物)+車位,高雄市岡山區介壽路,17.55,1140330,土地1建物1車位1,十三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.41,2,2,2,有,無,16080000,120538,坡道平面,21.6,2000000
仁武區,房地(土地+建物)+車位,高雄市仁武區京吉二路、京吉三路、京吉五路,13.01,1140315,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.71,2,2,1,有,無,11000000,101134,坡道平面,17.73,1900000
仁武區,房地(土地+建物)+車位,高雄市仁武區京吉二路、京吉三路、京吉五路,13.01,1140325,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.71,2,2,1,有,無,11150000,102801,坡道平面,17.73,1900000
路竹區,房地(土地+建物),高雄市路竹區民有路32-3號後面,22.06,1140308,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.31,2,2,2,有,無,6180000,83165,,0,0
路竹區,房地(土地+建物)+車位,高雄市路竹區民有路32-3號後面,26.81,1140309,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.07,3,2,2,有,無,8950000,82475,一樓平面,13.74,1500000
路竹區,房地(土地+建物)+車位,高雄市路竹區民有路32-3號後面,26.81,1140309,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.07,3,2,2,有,無,8950000,82475,一樓平面,13.74,1500000
路竹區,房地(土地+建物),高雄市路竹區民有路32-3號後面,22.07,1140308,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.39,2,2,2,有,無,6200000,83345,,0,0
路竹區,房地(土地+建物),高雄市路竹區民有路32-3號後面,22.06,1140309,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.31,2,2,2,有,無,6220000,83703,,0,0
路竹區,房地(土地+建物)+車位,高雄市路竹區民有路32-3號後面,26.87,1140311,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.52,3,2,2,有,無,8680000,95890,一樓平面,0,1000000
路竹區,房地(土地+建物),高雄市路竹區民有路32-3號後面,22.07,1140309,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.39,2,2,2,有,無,6230000,83748,,0,0
路竹區,房地(土地+建物),高雄市路竹區民有路32-3號後面,22.07,1140308,土地1建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.39,2,2,2,有,無,6200000,83345,,0,0
林園區,房地(土地+建物)+車位,高雄市林園區港埔三路66巷,31.27,1140323,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,98.11,3,2,2,有,無,8300000,76037,一樓平面,8.68,1500000
新興區,房地(土地+建物),高雄市新興區七賢二路,4.85,1140309,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,67,2,2,1,有,無,8880000,132537,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區覺民路,0,1140329,土地0建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.51,3,1,2,有,無,8830000,86083,坡道平面,31.36,1500000
三民區,房地(土地+建物)+車位,高雄市三民區覺民路,0,1140329,土地0建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.31,2,1,1,有,無,7380000,85364,坡道平面,27.6,1600000
三民區,房地(土地+建物)+車位,高雄市三民區覺民路,0,1140330,土地0建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.45,3,2,2,有,無,10700000,80104,坡道平面,27.6,1500000
三民區,房地(土地+建物)+車位,高雄市三民區覺民路,0,1140330,土地0建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.75,3,1,2,有,無,8980000,86671,坡道平面,27.6,1600000
前金區,房地(土地+建物)+車位,高雄市前金區五福三路,9.09,1140319,土地3建物1車位1,十四層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,179.33,3,2,2,有,無,24500000,155545,坡道平面,37.57,2450000
前金區,房地(土地+建物)+車位,高雄市前金區五福三路,7.33,1140313,土地3建物1車位1,十四層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.2,2,2,2,有,無,18000000,146763,坡道機械,14.73,1200000
前金區,房地(土地+建物)+車位,高雄市前金區五福三路,8.54,1140326,土地3建物1車位1,二十九層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.92,2,2,2,有,無,27380000,187231,坡道平面,37.57,2600000
