抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/7115CU?breadcrumb=list,近科博館裝潢美透店,台中市北區華中街,透天,60.6年,建坪 20.5,主建物20.5,1-1樓/1樓,2廳1衛1室(含加蓋1廳),近公園近市場近學校有 1790 人也在關注這間👀,"2,960萬","2,680","2,960萬2,680萬",,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/2596PU?breadcrumb=list,科博商圈精緻美廈非常晶華華廈,台中市西區博館三街,套房,27.9年,建坪 11.72,主 + 陽7.79,3樓/7樓,1房1衛,有裝潢有陽台房間皆有窗有 124 人也在關注這間👀,438萬,438,438萬,,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/5377AV?breadcrumb=list,立新商圈三房兩衛電梯華廈,台中市大里區好來七街,華廈,33.6年,建坪 27.44,主 + 陽20.8,1樓/9樓,3房2廳2衛,有景觀前後陽台有陽台有 360 人也在關注這間👀,638萬,588,638萬588萬,,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/4599JJ?breadcrumb=list,允將澄境三房車位大露臺允將澄境,台中市東區自由路四段,大樓,11.3年,建坪 41.94,主 + 陽24.86,2樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 94 人也在關注這間👀,"2,150萬","2,150","2,150萬",坡道機械車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/1103TX?breadcrumb=list,樂活城市一房附車位可看樂活城市,台中市西屯區至善路,華廈,16.9年,建坪 29.27,主 + 陽14.51,3樓/10樓,1房1廳1衛,有裝潢有景觀廁所開窗有 231 人也在關注這間👀,"1,298萬","1,198","1,298萬1,198萬",坡道機械車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/2767JS?breadcrumb=list,南屯捷運美屋視野兩房平車佳泰大方,台中市南屯區南屯路二段,大樓,2.9年,建坪 39.06,主 + 陽18.3,11樓/26樓,2房2廳1衛,有裝潢有景觀前後陽台有 1628 人也在關注這間👀,"2,108萬","1,960","2,108萬1,960萬",坡道平面車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/7058SB?breadcrumb=list,新青安五期近捷運三房車位,台中市南屯區大墩二街,華廈,32.1年,建坪 34.01,主 + 陽24.29,3樓/8樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 361 人也在關注這間👀,"1,500萬","1,398","1,500萬1,398萬",坡道機械車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/8445MB?breadcrumb=list,專任近台中車站附車位美屋,台中市東區振興路,華廈,0.9年,建坪 23.39,主 + 陽11.35,3樓/8樓,1房2廳1衛,有景觀前後陽台有陽台有 632 人也在關注這間👀,"1,138萬",998,"1,138萬998萬",升降機械車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/1583GH?breadcrumb=list,新青安首選西屯二房平車漢唐盛世,台中市西屯區逢甲路,大樓,33.3年,建坪 31.54,主 + 陽18.46,8樓/12樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 719 人也在關注這間👀,"1,260萬","1,166","1,260萬1,166萬",坡道平面車位,,
2025_11_24 10_10_38,43,https://www.sinyi.com.tw//buy/house/9359LU?breadcrumb=list,專◆近中國醫邊間五房,台中市北區美德街,公寓,44.3年,建坪 28.93,主 + 陽27.57,4樓/5樓,5房2廳5衛,房間皆有窗近公園近市場有 149 人也在關注這間👀,758萬,678,758萬678萬,,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/4491DC?breadcrumb=list,專任正七期平車市政交響曲市政交響曲,台中市西屯區市政北一路,大樓,19.0年,建坪 43.8,主 + 陽22.74,20樓/21樓,2房2廳2衛,有裝潢有陽台廁所開窗有 203 人也在關注這間👀,"2,399萬","2,188","2,399萬2,188萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/1463MU?breadcrumb=list,捷運宅文心園邸三房平車中友文心園邸,台中市北區梅川西路四段,大樓,27.1年,建坪 46.8,主 + 陽28.43,8樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 907 人也在關注這間👀,"1,568萬","1,458","1,568萬1,458萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/5907RU?breadcrumb=list,國雄文心森林露台戶國雄文心森林,台中市南屯區向心路,辦公/大樓,6.9年,建坪 88.14,主 + 陽50.23,3樓/24樓,4房2廳3衛,有裝潢前後陽台有陽台有 247 人也在關注這間👀,"3,980萬","3,680","3,980萬3,680萬",兩個以上車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/1875NB?breadcrumb=list,極佳林維震後幸福２房平車塗城京讚,台中市大里區塗城路,大樓,6.7年,建坪 37.81,主 + 陽17.7,2樓/11樓,2房2廳1衛,有裝潢有陽台廁所開窗有 140 人也在關注這間👀,"1,498萬","1,388","1,498萬1,388萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/0756BC?breadcrumb=list,科博館中醫睦森林免四千萬睦森林,台中市北區德化街,大樓,6.7年,建坪 72.11,主 + 陽39.69,3樓/25樓,4房2廳2衛,有景觀前後陽台有陽台有 1044 人也在關注這間👀,"3,998萬","3,700","3,998萬3,700萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/8506AW?breadcrumb=list,允將康活大兩房雙平車允將康活,台中市大里區祥興路,大樓,6.5年,建坪 47.02,主 + 陽17.05,12樓/12樓,2房2廳1衛,有裝潢有陽台廁所開窗有 84 人也在關注這間👀,"1,598萬","1,498","1,598萬1,498萬",兩個以上車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/4378PQ?breadcrumb=list,火車站主＋陽約３０坪三房,台中市東區復興路四段,大樓,42.2年,建坪 35.91,主建物30.72,3樓/12樓,3房2廳2衛,有裝潢有景觀有陽台有 758 人也在關注這間👀,888萬,750,888萬750萬,,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/8754ZJ?breadcrumb=list,十期高樓朝南二房平車,台中市北屯區太和二街,大樓,3.2年,建坪 37.4,主 + 陽17.46,10樓/14樓,2房2廳1衛,有景觀前後陽台有陽台有 281 人也在關注這間👀,"1,598萬","1,388","1,598萬1,388萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/1038UG?breadcrumb=list,太子新時代中高樓稀有釋出太子新時代,台中市南屯區忠勇路,大樓,14.0年,建坪 51.22,主 + 陽26.02,7樓/12樓,3房2廳2衛,有裝潢有景觀前後陽台有 380 人也在關注這間👀,"1,880萬","1,698","1,880萬1,698萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/1087YG?breadcrumb=list,東方悅裝潢美屋,台中市北屯區祥順路一段,大樓,8.0年,建坪 52.55,主 + 陽30.36,5樓/15樓,2房2廳2衛,有裝潢有景觀廁所開窗有 180 人也在關注這間👀,"1,788萬","1,788","1,788萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/3155GR?breadcrumb=list,水蓮十二朝南精裝樹梢戶,台中市北屯區軍福十三路,大樓,9.3年,建坪 62.12,主 + 陽36.45,4樓/15樓,3房2廳2衛,有裝潢廁所開窗警衛管理有 213 人也在關注這間👀,"2,480萬","2,280","2,480萬2,280萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/5546SJ?breadcrumb=list,櫻花青上森大３房面公園宅櫻花青上森,台中市太平區立功路,大樓,6.1年,建坪 47.57,主 + 陽27.4,8樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 37 人也在關注這間👀,"1,988萬","1,988","1,988萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/5574YK?breadcrumb=list,★惠宇人本新觀★喜樂滿盈惠宇人本新觀,台中市西屯區弘孝路,大樓,23.8年,建坪 48.97,主 + 陽28.68,14樓/14樓,2房2廳2衛,有裝潢有景觀有陽台有 356 人也在關注這間👀,"2,880萬","2,698","2,880萬2,698萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/0766QQ?breadcrumb=list,機捷敦富花園二房平車敦富花園,台中市北屯區敦富路,大樓,3.0年,建坪 26.73,主 + 陽12.88,9樓/15樓,2房2廳1衛,有裝潢有陽台警衛管理有 386 人也在關注這間👀,"1,380萬","1,288","1,380萬1,288萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/2645NZ?breadcrumb=list,太陽神高樓層三房車位黎明太陽神,台中市南屯區黎明路二段,大樓,31.6年,建坪 49.68,主 + 陽38.03,13樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 91 人也在關注這間👀,"1,520萬","1,520","1,520萬",坡道機械車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/3670LQ?breadcrumb=list,賠售！綠園道旁三房車位,台中市北區忠太東路,大樓,30.5年,建坪 43.99,主 + 陽27.86,15樓/21樓,3房2廳2衛1室,有景觀警衛管理具垃圾處理有 1841 人也在關注這間👀,"1,198萬","1,080","1,198萬1,080萬",坡道機械車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/8595FX?breadcrumb=list,武藏晴圓漢口市四房雙主臥晴圓漢口市,台中市北區漢口路四段,華廈,27.2年,建坪 50.09,主 + 陽32.61,8樓/9樓,4房2廳3衛,有裝潢有景觀前後陽台有 360 人也在關注這間👀,"1,880萬","1,780","1,880萬1,780萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/9375DC?breadcrumb=list,東區雙衛浴開窗三房平車允將大心,台中市東區建德街,大樓,7.2年,建坪 48.59,主 + 陽26.83,4樓/13樓,3房2廳2衛,有裝潢前後陽台有陽台有 71 人也在關注這間👀,"1,880萬","1,880","1,880萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/9500RD?breadcrumb=list,青邁三房平車視野戶櫻花青邁,台中市太平區立文街,大樓,8.2年,建坪 51.26,主 + 陽28.38,13樓/15樓,3房2廳2衛,有景觀前後陽台有陽台有 133 人也在關注這間👀,"1,988萬","1,890","1,988萬1,890萬",坡道平面車位,,
2025_11_24 10_10_49,44,https://www.sinyi.com.tw//buy/house/0431SH?breadcrumb=list,來瞜來瞜雲Ａ高樓三房雲世紀A區羅丹之...,台中市西屯區西屯路三段,大樓,10.1年,建坪 59.63,主 + 陽32.4,20樓/25樓,3房2廳2衛,有裝潢有景觀前後陽台有 162 人也在關注這間👀,"2,988萬","2,788","2,988萬2,788萬",坡道平面車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/7101PL?breadcrumb=list,稀有釋出居山兩房平車達麗居山,台中市北屯區敦富路,大樓,3.9年,建坪 30.61,主 + 陽15.55,7樓/15樓,2房1廳1衛,有裝潢有陽台房間皆有窗有 188 人也在關注這間👀,"1,558萬","1,458","1,558萬1,458萬",坡道平面車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/4433VY?breadcrumb=list,近台中車站公園旁美二房,台中市東區大勇街,華廈,30.8年,建坪 28.41,主 + 陽15.77,8樓/8樓,2房1廳2衛1室,有裝潢有陽台廁所開窗有 1299 人也在關注這間👀,898萬,798,898萬798萬,,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/7755FQ?breadcrumb=list,大三房雙車位邊間視野戶杏林金邸,台中市北屯區文心路四段,大樓,31.1年,建坪 50.31,主 + 陽33.57,14樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 231 人也在關注這間👀,"1,388萬","1,298","1,388萬1,298萬",兩個以上車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/9653RQ?breadcrumb=list,近好市多！稀有２房２衛勝麗方程市,台中市北屯區敦富路,大樓,4.1年,建坪 37.33,主 + 陽18.88,7樓/15樓,2房2廳2衛,有裝潢有陽台廁所開窗有 1009 人也在關注這間👀,"1,568萬","1,450","1,568萬1,450萬",坡道平面車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/8387LK?breadcrumb=list,【松築瓚】三房平面車位松築瓚,台中市北屯區詔安街,大樓,2.9年,建坪 44.72,主 + 陽23.43,11樓/12樓,3房2廳2衛,有裝潢有景觀前後陽台有 448 人也在關注這間👀,"1,888萬","1,758","1,888萬1,758萬",坡道平面車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/7841FW?breadcrumb=list,降價！未來雙捷運世界之心世界之心,台中市西屯區文心路三段,大樓,16.3年,建坪 21.76,主 + 陽14.73,3樓/26樓,1房1廳1衛,有裝潢有陽台房間皆有窗有 265 人也在關注這間👀,"1,068萬",998,"1,068萬998萬",,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/9813KY?breadcrumb=list,水湳裝潢美三房雙Ｂ１車位,台中市西屯區長安路二段,大樓,12.1年,建坪 57.66,主 + 陽22.88,10樓/12樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 1163 人也在關注這間👀,"2,298萬","2,038","2,298萬2,038萬",兩個以上車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/8176WD?breadcrumb=list,歡迎預約降售！美術。由鉅聖美村,台中市西區五權七街,大樓,34.4年,建坪 70.76,主 + 陽55.34,13樓/13樓,4房2廳2衛1室,有裝潢有景觀有陽台有 269 人也在關注這間👀,"3,200萬","2,988","3,200萬2,988萬",坡道平面車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/9350YD?breadcrumb=list,寶輝國際莊園三房平車可談寶輝國際莊園,台中市西屯區福科路,大樓,1.2年,建坪 55.76,主 + 陽29.85,9樓/24樓,3房2廳2衛,有陽台廁所開窗警衛管理有 451 人也在關注這間👀,"4,300萬","3,999","4,300萬3,999萬",坡道平面車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/4768LF?breadcrumb=list,五期大業國中３＋１平車純真年代,台中市西區東興路三段,大樓,29.0年,建坪 50.07,主 + 陽31.69,8樓/16樓,3房2廳2衛1室,有裝潢有陽台房間皆有窗有 568 人也在關注這間👀,"1,798萬","1,680","1,798萬1,680萬",坡道平面車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/6544HN?breadcrumb=list,店長推薦電梯大四房,台中市大里區長春路,華廈,32.1年,建坪 36.08,主 + 陽29.35,2樓/6樓,4房2廳2衛,有裝潢有景觀前後陽台有 327 人也在關注這間👀,988萬,868,988萬868萬,,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/8569FF?breadcrumb=list,未來雙捷｜視野三房平車世紀雙星,台中市北屯區文心路四段,大樓,8.6年,建坪 49.2,主 + 陽23.58,10樓/28樓,3房2廳2衛,有裝潢有景觀有陽台有 210 人也在關注這間👀,"2,660萬","2,488","2,660萬2,488萬",坡道平面車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/3353GP?breadcrumb=list,★天璽Ｉ三面採光四房雙車天璽Ⅰ,台中市西屯區惠民路,大樓,26.3年,建坪 98.85,主 + 陽61.37,7樓/14樓,4房2廳2衛,有裝潢前後陽台有陽台有 336 人也在關注這間👀,"4,900萬","4,600","4,900萬4,600萬",兩個以上車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/7440JP?breadcrumb=list,皇城帝寶近捷運三房平車皇城帝寶,台中市西屯區皇城街,大樓,18.4年,建坪 48.07,主 + 陽29.14,3樓/14樓,3房2廳2衛,有裝潢房間皆有窗警衛管理有 522 人也在關注這間👀,"1,668萬","1,568","1,668萬1,568萬",坡道平面車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/7943UX?breadcrumb=list,近秋紅谷★稀有美妝兩房中港假期,台中市西屯區上安路,大樓,27.5年,建坪 19.83,主 + 陽14.73,3樓/14樓,2房2廳1衛1室(含加蓋1室),有裝潢有景觀有陽台有 1138 人也在關注這間👀,"1,158萬","1,068","1,158萬1,068萬",,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/8412PZ?breadcrumb=list,大降三百萬全新三房雙平車,台中市南屯區春安路,大樓,1.7年,建坪 57.95,主 + 陽25.54,22樓/24樓,3房2廳2衛,有景觀前後陽台有陽台有 351 人也在關注這間👀,"2,580萬","2,280","2,580萬2,280萬",兩個以上車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/3117KV?breadcrumb=list,近好市多４房附車位高樓層新中元年,台中市潭子區中山路一段,大樓,31.0年,建坪 47.34,主 + 陽33.02,20樓/25樓,4房2廳2衛,有景觀前後陽台有陽台有 75 人也在關注這間👀,"1,280萬","1,198","1,280萬1,198萬",坡道機械車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/9321CV?breadcrumb=list,文心高第２房美屋文心高第,台中市南區東興路一段,大樓,24.0年,建坪 24.66,主 + 陽18.38,6樓/14樓,4房2廳1衛(含加蓋2房),前後陽台有陽台房間皆有窗有 803 人也在關注這間👀,"1,068萬",888,"1,068萬888萬",,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/0667VS?breadcrumb=list,四季水悅河岸景觀戶四季水悅,台中市太平區旱溪西路二段,大樓,7.2年,建坪 75.76,主 + 陽38.3,10樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 111 人也在關注這間👀,"2,650萬","2,480","2,650萬2,480萬",兩個以上車位,,
2025_11_24 10_11_03,45,https://www.sinyi.com.tw//buy/house/9758WZ?breadcrumb=list,極品✪捷運宅！大四房車位,台中市北屯區瀋陽路三段,華廈,36.0年,建坪 53.67,主建物30.76,1樓/7樓,4房2廳2衛,有裝潢有景觀有陽台有 259 人也在關注這間👀,"1,588萬","1,398","1,588萬1,398萬",坡道機械車位,,
2025_11_24 10_11_15,46,https://www.sinyi.com.tw//buy/house/4235CN?breadcrumb=list,誠意出售惠宇人本大業四房惠宇人本大業,台中市南屯區大業路,大樓,20.7年,建坪 50.87,主 + 陽35.45,1樓/14樓,4房2廳2衛,有裝潢前後陽台有陽台有 492 人也在關注這間👀,"2,980萬","2,788","2,980萬2,788萬",,,
2025_11_24 10_11_15,46,https://www.sinyi.com.tw//buy/house/2145QR?breadcrumb=list,降價案彩虹城２兩房附車位勝美彩虹城二期-...,台中市南屯區忠勇路,大樓,12.1年,建坪 33.23,主 + 陽20.49,2樓/14樓,2房2廳1衛,有裝潢有景觀前後陽台有 759 人也在關注這間👀,"1,380萬","1,290","1,380萬1,290萬",坡道機械車位,,
2025_11_24 10_11_15,46,https://www.sinyi.com.tw//buy/house/5251RN?breadcrumb=list,赫里翁臻愛精選兩房車位赫里翁臻愛,台中市西屯區環中路二段,大樓,7.0年,建坪 29.97,主 + 陽16.86,24樓/29樓,2房2廳1衛,有景觀前後陽台有陽台有 67 人也在關注這間👀,"1,658萬","1,550","1,658萬1,550萬",坡道機械車位,,
2025_11_24 10_11_15,46,https://www.sinyi.com.tw//buy/house/9727RB?breadcrumb=list,酷澄石見真高樓美屋澄石見真,台中市北屯區軍榮五街,大樓,7.9年,建坪 47.67,主 + 陽24.7,9樓/11樓,2房2廳2衛,有裝潢有景觀前後陽台有 124 人也在關注這間👀,"2,188萬","1,828","2,188萬1,828萬",坡道平面車位,,
2025_11_24 10_11_15,46,https://www.sinyi.com.tw//buy/house/1043WK?breadcrumb=list,七期｜高樓視野｜雙平車位市政愛敦閣,台中市西屯區惠中路一段,大樓,15.8年,建坪 92.81,主 + 陽56.63,21樓/29樓,1廳,毛胚屋有景觀前後陽台有 440 人也在關注這間👀,"4,568萬","4,280","4,568萬4,280萬",兩個以上車位,,
2025_11_24 10_11_15,46,https://www.sinyi.com.tw//buy/house/4468VM?breadcrumb=list,聚合發榮耀高樓附雙車位讚聚合發榮耀,台中市西屯區市政北七路,大樓,14.9年,建坪 87.4,主 + 陽54.3,20樓/28樓,4房2廳4衛,毛胚屋前後陽台有陽台有 446 人也在關注這間👀,"4,500萬","4,200","4,500萬4,200萬",兩個以上車位,,
